date,sku_name,product_id,product_type,merchant_city,price,stock,total_sold
4/28/2020,XIAOMI REDMI NOTE 5 AI RAM 4GB INTERNAL 64GB - GARANSI RESMI TAM,B356,Xiaomi Redmi Note 5 AI Dual Camera,Kota Administrasi Jakarta Barat,3400000,999918,85
04/04/2020,XIAOMI REDMI NOTE 7 RED 6/64 AI CAMERA - Garansi Distibutor 1 Tahun,E1638,Xiaomi Redmi Note 5 AI Dual Camera,Kota Administrasi Jakarta Barat,2121000,97,7
4/16/2020,XIAOMI REDMI NOTE 5 AI DUAL KAMERA RAM 3/32 Garansi resmi tam - Hitam,B663,Xiaomi Redmi Note 5 AI Dual Camera,Kota Administrasi Jakarta Barat,1955000,9998,51
04/09/2020,"Redmi 8 (4GB+64GB) Snapdragon 439, 12MP+2MP AI dual Kamera, 5000mAh - Biru",F2951,Xiaomi Redmi Note 5 AI Dual Camera,Kota Tangerang,1750000,1,55
4/28/2020,"Xiaomi redmi note 2 ( smartphone 4G, Octa core 2.0 Ghz, camera 13 mp) - Abu-abu",E3195,Xiaomi Redmi Note 5 AI Dual Camera,Kota Administrasi Jakarta Pusat,749800,5,460
04/05/2020,"Xiaomi redmi note 2 ( smartphone 4G, Octa core 2.0 Ghz, camera 13 mp) - Putih",G225,Xiaomi Redmi Note 5 AI Dual Camera,Kota Administrasi Jakarta Pusat,724900,5,453
04/06/2020,Redmi Note 8 64/4GB Quad Camera 48MP 4G LTE.. Garansi Resmi.. NEW,E3196,Xiaomi Redmi Note 5 AI Dual Camera,Kab. Tuban,2125000,2,40
04/01/2020,Xiaomi Redmi Note 8 4/64 GB 48MP Quad Camera - Garansi Resmi - Biru,E3193,Xiaomi Redmi Note 5 AI Dual Camera,Kota Administrasi Jakarta Timur,2130000,1,203
04/02/2020,XIAOMI REDMI NOTE 5 AI RAM 4GB INTERNAL 64GB - GARANSI RESMI TAM,B356,Xiaomi Redmi Note 5 AI Dual Camera,Kota Administrasi Jakarta Barat,3400000,999920,83
04/04/2020,"Redmi 8 (4GB+64GB) Snapdragon 439, 12MP+2MP AI dual Kamera, 5000mAh - Hitam",F2952,Xiaomi Redmi Note 5 AI Dual Camera,Kota Tangerang,1715000,2,48
4/16/2020,"XIAOMI MI NOTE 2 4/64 GB 4G LTE AMOELED CAMERA 22,5MP - Hitam",B662,Xiaomi Redmi Note 5 AI Dual Camera,Kota Bandung,4899000,999999,42
4/22/2020,XIAOMI REDMI NOTE 5 AI DUAL KAMERA RAM 3/32 Garansi resmi tam - Hitam,B663,Xiaomi Redmi Note 5 AI Dual Camera,Kota Administrasi Jakarta Barat,1955000,9998,51
4/28/2020,XIAOMI Mi A1 RESMI ORIGINAL DUAL CAMERA 4GB 64GB - Emas,B357,Xiaomi Redmi Note 5 AI Dual Camera,Kota Administrasi Jakarta Pusat,1799000,2,253
4/20/2020,XIAOMI REDMI NOTE 5 AI DUAL KAMERA RAM 3/32 Garansi resmi tam - Hitam,B663,Xiaomi Redmi Note 5 AI Dual Camera,Kota Administrasi Jakarta Barat,1955000,9998,51
04/04/2020,Redmi Note 8 64/4GB Quad Camera 48MP 4G LTE.. Garansi Resmi.. NEW,E3196,Xiaomi Redmi Note 5 AI Dual Camera,Kab. Tuban,2099000,2,40
4/13/2020,ASUS ZENFONE MAX PRO M1 6GB RESMI ZB602KL ORIGINAL - Hitam,D901,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Pusat,2295000,1,54
4/29/2020,[BTS] ASUS ZENFONE MAX PRO M1 ZB602KL 4/64 GARANSI RESMI ASUS - BLACK,D2257,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Utara,1985000,6,157
4/30/2020,ASUS ZENFONE MAX PRO M1 3/32GB GARANSI RESMI - Hitam,B664,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Pusat,1899000,9999,54
04/08/2020,Original [NEW] Asus Zenfone Max Pro M1 ZB602KL RAM 4GB/64GB Garansi,C636,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Banjarmasin,3000000,999909,117
04/05/2020,Asus zenfone max pro m1 3/32,E3197,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Semarang,1999900,2,55
4/25/2020,Ready Asus Zenfone Max Pro M1,B665,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Semarang,2400000,9999,28
04/02/2020,Asus zenfone max pro m1 3/32,E3197,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Semarang,1999900,2,55
4/13/2020,Asus Zenfone Max Pro M1 3/32Gb - Hitam,D2258,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kab. Sleman,1900000,10000,110
4/21/2020,Asus Zenfone Max Pro M1 3/32Gb - Hitam,D2258,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kab. Sleman,1900000,10000,110
4/17/2020,ASUS ZENFONE MAX PRO M1 GARANSI RESMI,B666,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Magelang,1699000,2,320
4/17/2020,asus zenfone m1 pro,D902,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Semarang,1999000,18,102
4/24/2020,asus zenfone maxpro m1 3/32,F2953,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Yogyakarta,2000000,999936,63
4/25/2020,ASUS ZENFONE MAX PRO M1 RAM 6 - 64 GB ZB602KL GARANSI RESMI,D2259,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Banda Aceh,2500000,85,117
04/09/2020,ASUS ZENFONE MAX PRO M1 3/32 RESMI TAM,C635,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kab. Kendal,2000000,23,482
4/22/2020,Ready Asus Zenfone Max Pro M1,B665,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Semarang,2400000,9999,28
4/28/2020,ASUS ZENFONE MAX PRO M1 3/32 Garansi Resmi - Hitam,B358,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kab. Bekasi,1880000,999999,46
4/20/2020,asus zenfone m1 pro,D902,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Semarang,1999000,14,106
4/27/2020,Asus Zenfone Max Pro M1 ZB602KL 3/32Gb Garansi Resmi Asus,C1272,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Selatan,1671000,1,38
4/16/2020,[BTS] ASUS ZENFONE MAX PRO M1 ZB602KL 4/64 GARANSI RESMI ASUS - BLACK,D2257,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Utara,1985000,8,155
04/05/2020,"ASUS Zenfone max pro M1 , ZB602K 32gb",F1553,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Barat,1976000,999946,53
4/14/2020,[BTS] ASUS ZENFONE MAX PRO M1 ZB602KL 4/64 GARANSI RESMI ASUS - BLACK,D2257,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Utara,1985000,8,155
4/20/2020,ASUS ZENFONE MAX PRO M1 6GB RESMI ZB602KL ORIGINAL - Silver,D2260,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Barat,2245000,2,56
04/02/2020,asus zenfone maxpro m1 3/32,F2953,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Yogyakarta,2000000,999936,63
4/29/2020,[BTS] ASUS ZENFONE MAX PRO M1 ZB602KL 6/64 GARANSI RESMI ASUS - Hitam,G636,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Utara,2013000,47,59
4/26/2020,Asus Zenfone Max Pro M1 [4GB/64GB] - Meteor Silver,D905,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Medan,2050000,999967,47
04/11/2020,Asus Zenfone Max Pro M1 Ram 4GB Rom 64GB Resmi ZB602KL - Hitam,B667,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kab. Sambas,1999000,5,44
4/18/2020,Asus Zenfone Max Pro M1 3/32Gb - Hitam,D2258,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kab. Sleman,1900000,10000,110
4/24/2020,ASUS ZENFONE MAX PRO M1 3/32GB RESMI - Putih,E3198,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Singkawang,1999000,999969,34
4/17/2020,Asus Zenfone Max Pro M1 4/64gb,E3199,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kab. Klaten,2100000,4,68
4/14/2020,asus zenfone m1 pro,D902,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Semarang,1999000,18,102
4/25/2020,Asus Zenfone Max Pro M1 RAM 4GB/64GB ZB602KL Garansi Resmi Asus TAM - Abu-abu,C1273,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Pusat,2799000,5,131
4/21/2020,ASUS ZENFONE MAX PRO M1 3/32 GB - Hitam,F2954,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Palembang,1925000,1,138
4/23/2020,Asus zenfone max pro m1,C1274,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Sukabumi,2250000,999989,36
04/07/2020,ASUS ZENFONE MAX PRO M1 6GB RESMI ZB602KL ORIGINAL - Hitam,D901,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Pusat,2295000,2,53
4/22/2020,Asus Zenfone Max Pro M1 [4GB/64GB] - Meteor Silver,D905,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Medan,2050000,999967,47
04/11/2020,asus zenfone m1 pro,D902,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Semarang,1999000,20,100
4/19/2020,Asus zenfone max pro m1 3/32 - Perak,D2261,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Semarang,2000000,999962,168
4/23/2020,ASUS MAX PRO M1 RESMI (3/32GB),E3200,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Utara,1900000,999961,38
04/11/2020,ASUS ZENFONE MAX PRO M1 GARANSI RESMI,B666,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Magelang,1699000,2,320
4/24/2020,asus zenfone max pro m1 3gb internal 32gb,E3201,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kab. Bandung,2000000,999987,12
4/18/2020,ASUS ZENFONE MAX PRO M1 6GB RESMI ZB602KL ORIGINAL - Silver,D2260,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Barat,2245000,2,55
4/30/2020,ASUS ZENFONE MAX PRO M1 3/32 GB - Hitam,F2954,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Palembang,1899000,1,138
04/10/2020,ASUS ZENFONE MAX PRO M1 3/32 RESMI TAM,C635,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kab. Kendal,2000000,21,484
4/25/2020,Asus Zenfone Max Pro M1 4/64gb,E3199,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kab. Klaten,2100000,4,68
4/13/2020,ASUS ZENFONE MAX PRO M1 RAM 6 - 64 GB ZB602KL GARANSI RESMI,D2259,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Banda Aceh,2500000,85,117
4/21/2020,Asus Zenfone Max Pro M1 ZB602KL (4GB/64GB),C1275,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Selatan,3500000,72,29
04/11/2020,ASUS ZENFONE MAX PRO M1 3/32 GB - Hitam,F2954,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Palembang,1925000,1,138
4/25/2020,Asus zenfone Max Pro (M1) Garansi Resmi,B668,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Barat,1958000,1,82
4/25/2020,ASUS ZENFONE MAX PRO M1 3/32 Garansi Resmi - Hitam,B358,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kab. Bekasi,1880000,999999,46
4/28/2020,Asus Max pro m1 handphone - Hitam,F1554,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Yogyakarta,3000000,999964,37
4/22/2020,Asus Zenfone Max Pro M1 ZB602KL Garansi Resmi Asus TAM - Silver,E1639,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Pusat,1799000,5,105
04/10/2020,ASUS ZENFONE MAX PRO M1 3/32GB RESMI - Putih,E3198,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Singkawang,1999000,999970,33
4/20/2020,Asus Zenfone Max Pro M1 4/64gb,E3199,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kab. Klaten,2100000,4,68
4/28/2020,Asus Zenfone Max Pro M1 3/32Gb - Hitam,D2258,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kab. Sleman,1900000,10000,110
4/18/2020,ASUS ZENFONE MAX PRO M1 GARANSI RESMI,B666,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Magelang,1699000,2,320
4/27/2020,GARANSI RESMI Asus Zenfone Max Pro M1 RAM 6GB / 64 GB ZB602KL SEGEL 6,C1276,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Pekanbaru,2314900,999999,155
4/26/2020,Asus Zenfone Max Pro M1 ZB602KL 3/32Gb Garansi Resmi Asus,C1272,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Selatan,1671000,1,38
04/02/2020,Asus Zenfone Max Pro M1,D2262,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Semarang,2000000,8,56
4/26/2020,Ready Asus Zenfone Max Pro M1,B665,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Semarang,2400000,9999,28
4/23/2020,Asus Zenfone Max Pro M1 ZB602KL 3/32Gb Garansi Resmi Asus,C1272,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Selatan,1671000,3,35
4/23/2020,Asus Zenfone Max Pro M1 RAM 6GB/64GB ZB602KL Garansi Resmi Asus TAM - Hitam,E3202,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Pusat,2799000,4,59
04/09/2020,Asus Max pro m1 handphone - Hitam,F1554,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Yogyakarta,3000000,999964,37
04/10/2020,Ready Asus Zenfone Max Pro M1,B665,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Semarang,2400000,9999,28
04/11/2020,asus zenfone maxpro m1 3/32,F2953,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Yogyakarta,2000000,999936,63
4/29/2020,Asus Zenfone Max Pro M1 ZB602KL Garansi Resmi Asus TAM - Silver,E1639,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Pusat,1799000,5,105
4/19/2020,asus zenfone max pro m1 3gb internal 32gb,E3201,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kab. Bandung,2000000,999987,12
4/13/2020,Asus Zenfone Max Pro M1 Dual Camera Garansi Resmi,B669,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Bekasi,2000000,10000,146
4/21/2020,Asus Max pro m1 handphone - Hitam,F1554,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Yogyakarta,3000000,999964,37
4/29/2020,Asus Zenfone Max Pro M1 ZB602KL 3/32Gb Garansi Resmi Asus,C1272,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Selatan,1661000,1,39
4/19/2020,"ASUS Zenfone max pro M1 , ZB602K 32gb",F1553,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Barat,1976000,999945,54
4/18/2020,[BTS] ASUS ZENFONE MAX PRO M1 ZB602KL 4/64 GARANSI RESMI ASUS - BLACK,D2257,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Utara,1985000,8,155
4/15/2020,Asus Zenfone Max Pro M1 ZB602KL 3/32Gb Garansi Resmi Asus - Hitam,C1277,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Selatan,1685000,1,33
4/30/2020,Asus Zenfone Max Pro M1 Dual Camera Garansi Resmi,B669,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Bekasi,2500000,10000,146
04/07/2020,ASUS Zenfone MAX PRO M1 RESMI ZB602KL ZB 602 KL PROM1 MAXPRO - Hitam,C638,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Pusat,1775000,10,39
4/19/2020,Asus Zenfone Max Pro M1 RAM 6GB/64GB ZB602KL Garansi Resmi Asus TAM - Hitam,E3202,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Pusat,2799000,4,59
4/14/2020,Asus Zenfone Max Pro M1 ZB602KL (4GB/64GB),C1275,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Selatan,3500000,72,29
4/19/2020,Asus Zenfone Max Pro M1 ZB602KL RAM 6GB ROM 64GB GARANSI RESMI - Abu-abu,D2263,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Medan,2550000,999949,74
4/16/2020,Asus zenfone Max Pro (M1) Garansi Resmi,B668,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Barat,1958000,1,82
4/25/2020,Asus Zenfone Max Pro M1 ZB602KL 3/32Gb Garansi Resmi Asus,C1272,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Selatan,1671000,1,37
4/30/2020,Ready Asus Zenfone Max Pro M1,B665,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Semarang,2400000,9999,28
04/08/2020,ASUS MAX PRO M1 RESMI (3/32GB),E3200,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Utara,1900000,999961,38
4/28/2020,Asus zenfone max pro m1,C1274,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Sukabumi,2250000,999989,36
4/15/2020,asus zenfone m1 pro,D902,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Semarang,1999000,18,102
4/15/2020,ASUS ZENFONE MAX PRO M1 3/32 GB - Hitam,F2954,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Palembang,1925000,1,138
04/12/2020,ASUS ZENFONE MAX PRO M1 3/32GB GARANSI RESMI - Hitam,B664,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Pusat,1899000,9999,54
04/04/2020,ASUS ZENFONE MAX PRO M1 6GB RESMI ZB602KL ORIGINAL - Hitam,D901,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Pusat,2295000,2,53
4/30/2020,[BTS] ASUS ZENFONE MAX PRO M1 ZB602KL 6/64 GARANSI RESMI ASUS - Hitam,G636,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Administrasi Jakarta Utara,2013000,47,59
04/10/2020,asus zenfone m1 pro,D902,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Semarang,1999000,22,98
4/27/2020,Asus Zenfone Max Pro M1 Dual Camera Garansi Resmi,B669,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,Kota Bekasi,2500000,10000,146
03/11/2020,Nokia 3 2/16 garansi resmi nokia 1 tahun,C8,Nokia 1,Kab. Bogor,2000000,16,57
3/27/2020,OPPO A9 2020 8/128GB GARANSI RESMI OPPO 1 TAHUN 8/128 GB - BONUS SATU,F4,Oppo A9,Kota Administrasi Jakarta Barat,3610000,5,267
03/11/2020,Oppo F5 Ram 4GB - Rom 32GB GARANSI RESMI OPPO 1 THN,C9,Oppo F5,Kota Administrasi Jakarta Utara,2899000,999999,61
03/11/2020,OPPO K3 RAM 6GB ROM 64GB GARANSI RESMI OPPO INDONESIA ORIGINAL - Putih,E3203,Oppo K3,Kota Tangerang,3599000,999999,66
03/11/2020,HONOR 7A RAM 3/32GB GARANSI RESMI - Hitam,C1278,Honor 7A,Kota Administrasi Jakarta Pusat,2000000,999999,33
3/18/2020,OPPO A3S RAM 2/16GB - Ungu,C20,Oppo A3s,Kab. Labuhanbatu,1980000,999999,30
3/18/2020,Oppo A3s Ram 3/32gb Garansi resmi - Ungu,E14,Oppo A3s,Kota Tangerang Selatan,1750000,9998,184
03/11/2020,Oppo A57 Rom 3gb Ram 32gb Garansi Resmi Oppo,B14,Oppo A57,Kota Tangerang Selatan,2550000,999999,236
3/25/2020,Oppo F11 RAM 4/64GB GARANSI RESMI OPPO,D6,Oppo F11,Kota Tangerang Selatan,2499000,999989,60
3/31/2020,Oppo F11 RAM 4/64GB GARANSI RESMI OPPO,D6,Oppo F11,Kota Tangerang Selatan,2499000,999988,61
3/18/2020,OPPO F1s garansi resmi,A500,Oppo F1s,Kota Depok,3400000,999999,30
3/18/2020,REALME XT 8GB / 128GB GARANSI RESMI 1 TAHUN 8 / 128 GB - BONUS SATU,F15,Realme 6,Kota Administrasi Jakarta Barat,3790000,1,69
3/23/2020,"Realme 5 4GB/128GB [Prosesor Qualcomm Snapdragon 665 AIE , 12MP AI Qua - Ungu",E693,Realme 6,Kota Tangerang,2199000,9,32
3/27/2020,"Realme 5 Pro 4/128GB - 8/128 GB Garansi Resmi Realme - Green, 4GB 128GB",E28,Realme 6,Kota Administrasi Jakarta Barat,2910000,959,394
03/11/2020,"Realme 5 3/32GB - 4/64GB - 4/128GB Garansi Resmi Realme - Blue, 3GB 32GB",E3204,Realme 6,Kota Administrasi Jakarta Barat,1760000,43,203
3/31/2020,"Realme 5i 3GB 32GB 4GB 64GB 4GB 128GB Garansi Resmi 1 Tahun - Bonus Satu, 3GB 32GB",F18,Realme 6,Kota Administrasi Jakarta Barat,1930000,5,180
03/11/2020,Realme 5i 4GB/64GB RAM 4GB ROM 64GB Garansi Resmi - Hijau,F2955,Realme 6,Kota Bandung,1890000,50,43
3/25/2020,"Realme XT 8/128GB - 4/128 GB Garansi Resmi Realme - QUAD CAMERA - White, 4GB 128GB",F22,Realme 6,Kota Administrasi Jakarta Barat,3385000,23,176
3/26/2020,"Realme 5 Pro 4/128GB - 8/128 GB Garansi Resmi Realme - Green, 4GB 128GB",E28,Realme 6,Kota Administrasi Jakarta Barat,2910000,959,394
3/29/2020,[New] Realme 5 Pro 4/128GB Garansi Resmi Indonesia 128 GB RAM 4 GB - Biru,E26,Realme 6,Kota Administrasi Jakarta Barat,2872000,999960,41
03/11/2020,REALME 5 PRO GARANSI RESMI REALME INDONESIA - 8GB 128GB,F2956,Realme 6,Kota Bandung,3180000,50,24
3/26/2020,Realme C2 (3GB/32GB) - Garansi Resmi - Ada Bonus - Bisa COD - BONUS SATU,F14,Realme 6,Kota Administrasi Jakarta Barat,1730000,5,297
3/18/2020,"Realme 5 Pro 4/128GB - 8/128 GB Garansi Resmi Realme - Green, 8GB 128GB",E3205,Realme 6,Kota Administrasi Jakarta Barat,3009000,56,393
3/26/2020,REALME 5 PRO 4/128GB GARANSI RESMI 4/128 GB - BONUS SATU,F24,Realme 6,Kota Administrasi Jakarta Barat,2930000,3,319
3/18/2020,"Vivo V15 Hp 6G/64G - 32MP Front Camera, AI Triple Camera,Garansi Resmi - Biru",D2264,vivo V15,Kota Administrasi Jakarta Barat,2899000,38,200
3/18/2020,VIVO V15 6/64,D23,vivo V15,Kota Depok,4500000,999999,55
03/11/2020,VIVO V15 RAM 6/64GB GARANSI RESMI VIVO INDONESIA,D25,vivo V15,Kota Administrasi Jakarta Utara,3740000,999990,39
03/11/2020,Vivo Y12 [ 3/32 ] Garansi Resmi - Merah,F29,vivo Y12,Kab. Tangerang,1585000,4,35
3/18/2020,Vivo Y15 4/64GB Garansi RESMI - Ada Bonus - BISA COD - Non Bonus,E41,vivo Y15,Kota Administrasi Jakarta Barat,2085000,5,93
3/18/2020,Vivo Y17 4GB 128GB - Garansi Resmi - Ada Bonus - Bisa COD - NON BONUS,E44,vivo Y17,Kota Administrasi Jakarta Barat,2210000,5,217
03/11/2020,Vivo Y19 6GB 128GB - Ada Bonus - Garansi Resmi - Bisa COD - NON BONUS,F35,vivo Y19,Kota Administrasi Jakarta Barat,2637000,5,57
3/18/2020,Vivo Y19 6GB 128GB - Ada Bonus - Garansi Resmi - Bisa COD - NON BONUS,F35,vivo Y19,Kota Administrasi Jakarta Barat,2685000,5,57
3/28/2020,Vivo Z1 Pro - RAM 4GB ROM 64GB (4/64) - Blue - Baru NEW - Resmi,E50,vivo Z1Pro,Kota Administrasi Jakarta Pusat,2699000,2,29
3/18/2020,Oppo Reno 2 F / Reno 2F 8GB / 128GB 128 GB Green White Garansi RESMI - White,E54,Oppo Reno2 F,Kota Administrasi Jakarta Barat,4355000,36,117
3/18/2020,VIVO V17 PRO 8GB / 128GB GARANSI RESMI VIVO INDONESIA 8/128 GB - NON BONUS,E55,vivo V17 Pro,Kota Administrasi Jakarta Barat,4369000,5,68
3/18/2020,Vivo V17 Pro 8/128GB - 8GB 128 GB Garansi Resmi Vivo - Black,E56,vivo V17 Pro,Kota Administrasi Jakarta Barat,4374000,28,47
3/23/2020,Infinix Hot 8 4/64,F2957,Infinix Hot 8,Kab. Bengkalis,1480000,999999,76
03/11/2020,HUAWEI MATE 10 64GB RAM 4GB - NEW - BNIB - 100% ORI,B143,Huawei Mate 10,Kota Batam,6500000,999999,46
3/18/2020,Huawei P20 Pro LEICA 6/128 Twilight New !!!,B144,Huawei P20 Pro,Kota Administrasi Jakarta Selatan,9749000,999999,36
03/11/2020,CASHBACK - HUAWEI NOVA 3i - 128GB/4RAM - TWILIGHT - Ungu,C830,Huawei nova 3i,Kota Administrasi Jakarta Utara,3049000,2,142
3/28/2020,Oppo A5 2020 4/128GB Garansi Resmi RAM 4 GB Internal 128 GB - Putih,E3206,Oppo A5 (2020),Kota Administrasi Jakarta Barat,2588000,999986,71
03/11/2020,HUAWEI P30 LITE GARANSI RESMI,D1527,Huawei P30 lite,Kota Administrasi Jakarta Timur,3199000,999998,63
3/29/2020,Oppo A31 2020 4GB/128GB 4 GB 128 GB Garansi Resmi Oppo 1 Tahun - Bonus Satu,F83,Oppo A31 (2020),Kota Administrasi Jakarta Barat,2535000,10,23
3/31/2020,OPPO A5s RAM 3GB / 32GB - GARANSI RESMI OPPO INDONESIA,D154,Oppo A5s (AX5s),Kota Administrasi Jakarta Barat,2100000,999951,94
3/27/2020,OPPO A5s RAM 3GB / 32GB - GARANSI RESMI OPPO INDONESIA,D154,Oppo A5s (AX5s),Kota Administrasi Jakarta Barat,1877000,999951,94
3/23/2020,NEW Xiaomi Mi 8 Pro Ram 8gb Rom 128gb,E1012,Xiaomi Mi 8 Pro,Kota Administrasi Jakarta Timur,8070000,1,44
3/18/2020,Xiaomi redmi 5a,B190,Xiaomi Redmi 5A,Kota Bandung,1670000,999999,49
03/11/2020,XIAOMI RADMI 5A - GARANSI RESMI TAM - Blue,B185,Xiaomi Redmi 5A,Kota Administrasi Jakarta Pusat,1380000,4,56
03/11/2020,Xiaomi Redmi 5A TAM - Resmi - Emas,C1279,Xiaomi Redmi 5A,Kota Administrasi Jakarta Utara,1399000,1,152
3/18/2020,redmi 5a sekend,F2958,Xiaomi Redmi 5A,Kab. Grobogan,1000000,999977,22
